#
# Complete list of primitive trinomials over GF(2)
# up to degree 400
#.
# Generated by Joerg Arndt, 2003-January-16
#

2,1,0
3,1,0
3,2,0
4,1,0
4,3,0
5,2,0
5,3,0
6,1,0
6,5,0
7,1,0
7,3,0
7,4,0
7,6,0
9,4,0
9,5,0
10,3,0
10,7,0
11,2,0
11,9,0
15,1,0
15,4,0
15,7,0
15,8,0
15,11,0
15,14,0
17,3,0
17,5,0
17,6,0
17,11,0
17,12,0
17,14,0
18,7,0
18,11,0
20,3,0
20,17,0
21,2,0
21,19,0
22,1,0
22,21,0
23,5,0
23,9,0
23,14,0
23,18,0
25,3,0
25,7,0
25,18,0
25,22,0
28,3,0
28,9,0
28,13,0
28,15,0
28,19,0
28,25,0
29,2,0
29,27,0
31,3,0
31,6,0
31,7,0
31,13,0
31,18,0
31,24,0
31,25,0
31,28,0
33,13,0
33,20,0
35,2,0
35,33,0
36,11,0
36,25,0
39,4,0
39,8,0
39,14,0
39,25,0
39,31,0
39,35,0
41,3,0
41,20,0
41,21,0
41,38,0
47,5,0
47,14,0
47,20,0
47,21,0
47,26,0
47,27,0
47,33,0
47,42,0
49,9,0
49,12,0
49,15,0
49,22,0
49,27,0
49,34,0
49,37,0
49,40,0
52,3,0
52,19,0
52,21,0
52,31,0
52,33,0
52,49,0
55,24,0
55,31,0
57,7,0
57,22,0
57,35,0
57,50,0
58,19,0
58,39,0
60,1,0
60,11,0
60,49,0
60,59,0
63,1,0
63,5,0
63,31,0
63,32,0
63,58,0
63,62,0
65,18,0
65,32,0
65,33,0
65,47,0
68,9,0
68,33,0
68,35,0
68,59,0
71,6,0
71,9,0
71,18,0
71,20,0
71,35,0
71,36,0
71,51,0
71,53,0
71,62,0
71,65,0
73,25,0
73,28,0
73,31,0
73,42,0
73,45,0
73,48,0
79,9,0
79,19,0
79,60,0
79,70,0
81,4,0
81,16,0
81,35,0
81,46,0
81,65,0
81,77,0
84,13,0
84,71,0
87,13,0
87,74,0
89,38,0
89,51,0
93,2,0
93,91,0
94,21,0
94,73,0
95,11,0
95,17,0
95,78,0
95,84,0
97,6,0
97,12,0
97,33,0
97,34,0
97,63,0
97,64,0
97,85,0
97,91,0
98,11,0
98,27,0
98,71,0
98,87,0
100,37,0
100,63,0
103,9,0
103,13,0
103,30,0
103,31,0
103,72,0
103,73,0
103,90,0
103,94,0
105,16,0
105,17,0
105,37,0
105,43,0
105,52,0
105,53,0
105,62,0
105,68,0
105,88,0
105,89,0
106,15,0
106,91,0
108,31,0
108,77,0
111,10,0
111,49,0
111,62,0
111,101,0
113,9,0
113,15,0
113,30,0
113,83,0
113,98,0
113,104,0
118,33,0
118,45,0
118,73,0
118,85,0
119,8,0
119,38,0
119,81,0
119,111,0
121,18,0
121,103,0
123,2,0
123,121,0
124,37,0
124,87,0
127,1,0
127,7,0
127,15,0
127,30,0
127,63,0
127,64,0
127,97,0
127,112,0
127,120,0
127,126,0
129,5,0
129,31,0
129,46,0
129,83,0
129,98,0
129,124,0
130,3,0
130,127,0
132,29,0
132,103,0
134,57,0
134,77,0
135,11,0
135,16,0
135,22,0
135,113,0
135,119,0
135,124,0
137,21,0
137,35,0
137,57,0
137,80,0
137,102,0
137,116,0
140,29,0
140,111,0
142,21,0
142,121,0
145,52,0
145,69,0
145,76,0
145,93,0
148,27,0
148,121,0
150,53,0
150,97,0
151,3,0
151,9,0
151,15,0
151,31,0
151,39,0
151,43,0
151,46,0
151,51,0
151,63,0
151,66,0
151,67,0
151,70,0
151,81,0
151,84,0
151,85,0
151,88,0
151,100,0
151,105,0
151,108,0
151,112,0
151,120,0
151,136,0
151,142,0
151,148,0
153,1,0
153,8,0
153,145,0
153,152,0
159,31,0
159,34,0
159,40,0
159,119,0
159,125,0
159,128,0
161,18,0
161,39,0
161,60,0
161,101,0
161,122,0
