#
# Complete list of irreducible trinomials over GF(2)
# up to degree 400
#.
# Generated by Joerg Arndt, 2003-March-03
#

2,1,0
3,1,0
3,2,0
4,1,0
4,3,0
5,2,0
5,3,0
6,1,0
6,3,0
6,5,0
7,1,0
7,3,0
7,4,0
7,6,0
9,1,0
9,4,0
9,5,0
9,8,0
10,3,0
10,7,0
11,2,0
11,9,0
12,3,0
12,5,0
12,7,0
12,9,0
14,5,0
14,9,0
15,1,0
15,4,0
15,7,0
15,8,0
15,11,0
15,14,0
17,3,0
17,5,0
17,6,0
17,11,0
17,12,0
17,14,0
18,3,0
18,7,0
18,9,0
18,11,0
18,15,0
20,3,0
20,5,0
20,15,0
20,17,0
21,2,0
21,7,0
21,14,0
21,19,0
22,1,0
22,21,0
23,5,0
23,9,0
23,14,0
23,18,0
25,3,0
25,7,0
25,18,0
25,22,0
28,1,0
28,3,0
28,9,0
28,13,0
28,15,0
28,19,0
28,25,0
28,27,0
29,2,0
29,27,0
30,1,0
30,9,0
30,21,0
30,29,0
31,3,0
31,6,0
31,7,0
31,13,0
31,18,0
31,24,0
31,25,0
31,28,0
33,10,0
33,13,0
33,20,0
33,23,0
34,7,0
34,27,0
35,2,0
35,33,0
36,9,0
36,11,0
36,15,0
36,21,0
36,25,0
36,27,0
39,4,0
39,8,0
39,14,0
39,25,0
39,31,0
39,35,0
41,3,0
41,20,0
41,21,0
41,38,0
42,7,0
42,35,0
44,5,0
44,39,0
46,1,0
46,45,0
47,5,0
47,14,0
47,20,0
47,21,0
47,26,0
47,27,0
47,33,0
47,42,0
49,9,0
49,12,0
49,15,0
49,22,0
49,27,0
49,34,0
49,37,0
49,40,0
52,3,0
52,7,0
52,19,0
52,21,0
52,31,0
52,33,0
52,45,0
52,49,0
54,9,0
54,21,0
54,27,0
54,33,0
54,45,0
55,7,0
55,24,0
55,31,0
55,48,0
57,4,0
57,7,0
57,22,0
57,25,0
57,32,0
57,35,0
57,50,0
57,53,0
58,19,0
58,39,0
60,1,0
60,9,0
60,11,0
60,15,0
60,17,0
60,23,0
60,37,0
60,43,0
60,45,0
60,49,0
60,51,0
60,59,0
62,29,0
62,33,0
63,1,0
63,5,0
63,11,0
63,28,0
63,31,0
63,32,0
63,35,0
63,52,0
63,58,0
63,62,0
65,18,0
65,32,0
65,33,0
65,47,0
66,3,0
66,63,0
68,9,0
68,33,0
68,35,0
68,59,0
71,6,0
71,9,0
71,18,0
71,20,0
71,35,0
71,36,0
71,51,0
71,53,0
71,62,0
71,65,0
73,25,0
73,28,0
73,31,0
73,42,0
73,45,0
73,48,0
74,35,0
74,39,0
76,21,0
76,55,0
79,9,0
79,19,0
79,60,0
79,70,0
81,4,0
81,16,0
81,35,0
81,46,0
81,65,0
81,77,0
84,5,0
84,9,0
84,11,0
84,13,0
84,27,0
84,35,0
84,39,0
84,45,0
84,49,0
84,57,0
84,71,0
84,73,0
84,75,0
84,79,0
86,21,0
86,65,0
87,13,0
87,74,0
89,38,0
89,51,0
90,27,0
90,63,0
92,21,0
92,71,0
93,2,0
93,91,0
94,21,0
94,73,0
95,11,0
95,17,0
95,78,0
95,84,0
97,6,0
97,12,0
97,33,0
97,34,0
97,63,0
97,64,0
97,85,0
97,91,0
98,11,0
98,27,0
98,71,0
98,87,0
100,15,0
100,19,0
100,25,0
100,37,0
100,49,0
100,51,0
100,63,0
100,75,0
100,81,0
100,85,0
102,29,0
102,37,0
102,65,0
102,73,0
103,9,0
103,13,0
103,30,0
103,31,0
103,72,0
103,73,0
103,90,0
103,94,0
105,4,0
105,7,0
105,8,0
105,16,0
105,17,0
105,28,0
105,37,0
105,43,0
105,49,0
105,52,0
105,53,0
105,56,0
105,62,0
105,68,0
105,77,0
105,88,0
105,89,0
105,97,0
105,98,0
105,101,0
106,15,0
106,91,0
108,17,0
108,27,0
